,Title,Year,Certification,Runtime,Genre,Summary,Votes,Ratings
392,The Terminator,1984,R,107,"Action, Sci-Fi","In 1984, a human soldier is tasked to stop an indestructible cyborg killing machine, both sent from 2029, from executing a young woman, whose unborn son is the key to humanity's future salvation.",753423,8.0
393,A Christmas Story,1983,G,94,"Comedy, Family","In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",123111,8.0
394,Gandhi,1982,NRC,191,"Biography, Drama, History","Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.",210127,8.0
395,Kagemusha,1980,NRC,180,"Drama, History, War",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,29407,8.0
396,Being There,1979,M,130,"Comedy, Drama","A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",61742,8.0
397,Annie Hall,1977,M,93,"Comedy, Romance",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,240413,8.0
398,All the President's Men,1976,M,138,"Biography, Drama, History","""The Washington Post"" reportersBob WoodwardandCarl Bernsteinuncover the details of the Watergate scandal that leads to PresidentRichard Nixon's resignation.",95101,8.0
399,Jaws,1975,M,124,"Adventure, Drama, Thriller","When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",519892,8.0
400,Dog Day Afternoon,1975,M,125,"Biography, Crime, Drama","A man robs a bank to pay for his lover's operation, which turns into a hostage situation and a media circus.",222582,8.0
401,Young Frankenstein,1974,NRC,106,Comedy,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",135802,8.0
402,Papillon,1973,M,151,"Biography, Crime, Drama","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",115217,8.0
403,The Exorcist,1973,R,122,Horror,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",342771,8.0
404,Sleuth,1972,M,138,"Mystery, Thriller","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",42596,8.0
405,"Aguirre, der Zorn Gottes",1972,NRC,95,"Action, Adventure, Biography","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",48102,8.0
406,The Last Picture Show,1971,R,118,"Drama, Romance","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both culturally and economically.",38843,8.0
407,Fiddler on the Roof,1971,G,181,"Drama, Family, Musical","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",36131,8.0
408,Butch Cassidy and the Sundance Kid,1969,A,110,"Biography, Crime, Drama","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",191592,8.0
409,Rosemary's Baby,1968,SOA,137,"Drama, Horror","A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.",176846,8.0
410,Planet of the Apes,1968,A,112,"Adventure, Sci-Fi","An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",158270,8.0
411,In the Heat of the Night,1967,SOA,110,"Crime, Drama, Mystery",An African-American police detective is asked to investigate a murder in a racially hostile southern town.,62131,8.0
412,The Graduate,1967,SOA,106,"Comedy, Drama, Romance",A disillusioned college graduate finds himself torn between his older lover and her daughter.,242400,8.0
413,Who's Afraid of Virginia Woolf?,1966,SOA,131,Drama,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",65511,8.0
414,The Sound of Music,1965,G,172,"Biography, Drama, Family",A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,187412,8.0
415,Doctor Zhivago,1965,A,197,"Drama, Romance, War","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",65706,8.0
416,A Fistful of Dollars,1964,A,99,"Drama, Western","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",182818,8.0
417,8½,1963,A,138,Drama,A harried movie director retreats into his memories and fantasies.,101359,8.0
418,The Hustler,1961,SOA,134,"Drama, Sport",An up-and-coming pool player plays a long-time champion in a single high-stakes match.,71713,8.0
419,La dolce vita,1960,M,174,"Comedy, Drama",A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,60445,8.0
420,Rio Bravo,1959,G,141,"Action, Drama, Western","A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",52221,8.0
421,Anatomy of a Murder,1959,SOA,161,"Crime, Drama, Mystery","In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",55367,8.0
422,Touch of Evil,1958,SOA,95,"Crime, Drama, Film-Noir","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",94065,8.0
423,Cat on a Hot Tin Roof,1958,A,108,Drama,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",41800,8.0
424,The Killing,1956,A,84,"Crime, Drama, Film-Noir",Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,75567,8.0
425,The Night of the Hunter,1955,M,92,"Crime, Drama, Film-Noir","A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid $10,000 he'd stolen in a robbery.",76853,8.0
426,La Strada,1954,M,108,Drama,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",54196,8.0
427,Les diaboliques,1955,PG,117,"Crime, Drama, Horror",The wife and mistress of a loathed school principal hatch a plan to murder him while having the perfect alibi. They carry out the plan...but then his body disappears.,58151,8.0
428,Stalag 17,1953,G,120,"Comedy, Drama, War","When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",48844,8.0
429,Roman Holiday,1953,G,118,"Comedy, Romance",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,119814,8.0
430,A Streetcar Named Desire,1951,SOA,122,Drama,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,93432,8.0
431,Strangers on a Train,1951,M,101,"Crime, Film-Noir, Thriller",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,116603,8.0
432,Kind Hearts and Coronets,1949,A,106,"Comedy, Crime",A distant poor relative of the Duke of D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,32601,8.0
433,Rope,1948,SOA,80,"Crime, Drama, Mystery",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,118434,8.0
434,Out of the Past,1947,A,97,"Crime, Drama, Film-Noir","A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",29890,8.0
435,Brief Encounter,1945,G,86,"Drama, Romance","Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",32663,8.0
436,Laura,1944,A,88,"Drama, Film-Noir, Mystery",A police detective falls in love with the woman whose murder he is investigating.,39543,8.0
437,The Best Years of Our Lives,1946,G,170,"Drama, Romance, War",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,54323,8.0
438,Arsenic and Old Lace,1944,A,118,"Comedy, Crime, Thriller","A drama critic learns on his wedding day that his beloved maiden aunts are homicidal maniacs, and that insanity runs in his family.",62508,8.0
439,The Maltese Falcon,1941,A,100,"Film-Noir, Mystery","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",142812,8.0
440,The Grapes of Wrath,1940,G,129,"Drama, History","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",82418,8.0
441,The Wizard of Oz,1939,G,102,"Adventure, Family, Fantasy",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,357756,8.0
442,All Quiet on the Western Front,1930,A,136,"Drama, War",A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,54398,8.0
443,Battleship Potemkin,1925,N/A,75,"Drama, War","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",49307,8.0
444,Once Upon a Time in Hollywood,2019,MA15+,161,"Comedy, Drama",A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.,254276,7.9
